tweet_id,text,sexist,sexism_type,racist,dataset
839918263693901825,RT @ajmalkwazir: Women are most respectable in our society and culture. I believe in giving them due respect no matter what the situ is.#wo…,True,benevolent,,JhaMamidi
839576790993620993,,True,benevolent,,JhaMamidi
839839089335545857,,True,benevolent,,JhaMamidi
839783805686800384,,True,benevolent,,JhaMamidi
839630806901485568,,True,benevolent,,JhaMamidi
847465540616454144,,True,benevolent,,JhaMamidi
839889915123011584,RT @sesamestreet: Girls can change the world. Happy International #WomensDay! #IWD2017 https://t.co/CRe6pySrrf,True,benevolent,,JhaMamidi
847469288210350081,,True,benevolent,,JhaMamidi
839849761448554497,,True,benevolent,,JhaMamidi
839842012455038976,,True,benevolent,,JhaMamidi
839575108171743232,"My main ladies, fighting the good fight ✌🏼#internationalwomensday #adaywithoutwomen #disney… https://t.co/9YRcGCFQuM",True,benevolent,,JhaMamidi
840115097297068032,,True,benevolent,,JhaMamidi
839630799486009344,,True,benevolent,,JhaMamidi
839699701247074304,,True,benevolent,,JhaMamidi
847156833794117633,"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of.",True,benevolent,,JhaMamidi
839630803910987776,,True,benevolent,,JhaMamidi
839604050630950912,,True,benevolent,,JhaMamidi
839651663350648832,,True,benevolent,,JhaMamidi
839630723812364290,,True,benevolent,,JhaMamidi
839603121106083841,,True,benevolent,,JhaMamidi
839596803821604865,,True,benevolent,,JhaMamidi
839680578375024640,,True,benevolent,,JhaMamidi
847143436788666368,,True,benevolent,,JhaMamidi
846920807347572738,,True,benevolent,,JhaMamidi
839908369381011456,,True,benevolent,,JhaMamidi
839899484385603585,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839777048440811520,,True,benevolent,,JhaMamidi
838999685834522625,,True,benevolent,,JhaMamidi
837980122242138112,,True,benevolent,,JhaMamidi
840157030291759105,,True,benevolent,,JhaMamidi
839628125541646336,,True,benevolent,,JhaMamidi
839586398181158918,RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh…,True,benevolent,,JhaMamidi
839606963801554944,RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh…,True,benevolent,,JhaMamidi
839879581096095745,,True,benevolent,,JhaMamidi
839901866897129473,#ScienceFiction would be unrecognizable without women https://t.co/s9wCU8VG23 #womensday https://t.co/WeR5TKfrIF,True,benevolent,,JhaMamidi
846830761361715201,,True,benevolent,,JhaMamidi
839861717924397056,,True,benevolent,,JhaMamidi
839902340748623872,RT @CarrieLynnLand: #ScienceFiction would be unrecognizable without women https://t.co/s9wCU8VG23 #womensday https://t.co/WeR5TKfrIF,True,benevolent,,JhaMamidi
839633118206242816,,True,benevolent,,JhaMamidi
839842780717461504,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839910476414869505,,True,benevolent,,JhaMamidi
839867155172610048,,True,benevolent,,JhaMamidi
839630725129326593,,True,benevolent,,JhaMamidi
839932243636256768,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839917905202524166,"RT @realACJoshua: ""We can't be here without the participation of women and girls"" - #freeBiafra @Amaka_Ekwo on #WomensDay",True,benevolent,,JhaMamidi
839851578387488768,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839613211993387009,,True,benevolent,,JhaMamidi
837979754955300864,,True,benevolent,,JhaMamidi
839651206406381569,,True,benevolent,,JhaMamidi
839726262843162629,,True,benevolent,,JhaMamidi
839630726920200192,,True,benevolent,,JhaMamidi
839750266442305536,,True,benevolent,,JhaMamidi
839643754956935168,,True,benevolent,,JhaMamidi
839871122791362561,"RT @SriSri: Women possess a unique combination of will,determination &amp; emotions.They can protect,support &amp; uplift the family &amp; society.Happ…",True,benevolent,,JhaMamidi
846931031852695554,,True,benevolent,,JhaMamidi
839900407224807425,"RT @Zaydan_Khan: SHE is Mother.
SHE is Sister.
SHE is Daughter.
SHE can b a father
SHe can b a Brother 
SHE can b a Son
SHE IS POWER!!!!
#p…",True,benevolent,,JhaMamidi
839637518899417088,,True,benevolent,,JhaMamidi
839577715279818752,"RT @SarcasticRover: I wouldn't have made it to Mars without women. 

#ADayWithoutWomen is a day without Curiosity. https://t.co/yLTJCGAaqj",True,benevolent,,JhaMamidi
839698820187377664,,True,benevolent,,JhaMamidi
839927895007117316,,True,benevolent,,JhaMamidi
839570884063019009,,True,benevolent,,JhaMamidi
837689307347451904,,True,benevolent,,JhaMamidi
839595320975601664,,True,benevolent,,JhaMamidi
839654749611819008,RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh…,True,benevolent,,JhaMamidi
839841879558512640,"RT @SriSri: Women possess a unique combination of will,determination &amp; emotions.They can protect,support &amp; uplift the family &amp; society.Happ…",True,benevolent,,JhaMamidi
839867421284519937,"RT @fahriafahri: Women aren't created weaker than men. Women are created stronger to teach &amp; LOVE us. Without Women, everyone's nothing. #I…",True,benevolent,,JhaMamidi
839580869610225664,,True,benevolent,,JhaMamidi
839655835815002112,,True,benevolent,,JhaMamidi
839883279377526784,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839621155753345028,,True,benevolent,,JhaMamidi
839860173917270016,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839916919444672515,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839652524017737732,,True,benevolent,,JhaMamidi
839597924011008000,,True,benevolent,,JhaMamidi
838027852880674817,,True,benevolent,,JhaMamidi
839852156320632833,,True,benevolent,,JhaMamidi
839694367778496512,,True,benevolent,,JhaMamidi
839927188711436289,"RT @FekuLeaks: .@narendramodi Saluting the indomitable spirit, determination &amp; dedication of Nari Shakti on International #womensday #TheGr…",True,benevolent,,JhaMamidi
839696473516294146,,True,benevolent,,JhaMamidi
839549340934782976,"For the love of a woman, visceral and tender and primitive and fierce. 
For the love of every woman",True,benevolent,,JhaMamidi
839630766371848192,,True,benevolent,,JhaMamidi
839583822551347200,,True,benevolent,,JhaMamidi
839388084093399040,"RT @xanria_00018: Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.
#DTBYSinagMeet…",True,benevolent,,JhaMamidi
839652072714825730,,True,benevolent,,JhaMamidi
839653920083423234,,True,benevolent,,JhaMamidi
839639017905926145,,True,benevolent,,JhaMamidi
839843117973057536,,True,benevolent,,JhaMamidi
839871308368338945,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
837950749590056960,,True,benevolent,,JhaMamidi
839834279957901312,"RT AuroraMag: ""Let’s talk about how a girl’s brain is as good as a boy’s. That a man need not fear his wife’s incom… https://t.co/Ythv294d4l",True,benevolent,,JhaMamidi
839625384626880513,,True,benevolent,,JhaMamidi
839874018735960067,,True,benevolent,,JhaMamidi
839608528939663361,,True,benevolent,,JhaMamidi
839589112558530564,RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh…,True,benevolent,,JhaMamidi
839845479215169536,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839571418199310337,,True,benevolent,,JhaMamidi
839604834638626816,,True,benevolent,,JhaMamidi
839865178921512960,,True,benevolent,,JhaMamidi
839860784939204609,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839838967902126081,"RT @aliaa08: Launching the #WomensDay emoticon &amp; summing it up with my fav quote, Let her sleep for when she wakes, she will move mountains…",True,benevolent,,JhaMamidi
839630787012091904,,True,benevolent,,JhaMamidi
839630726781861888,,True,benevolent,,JhaMamidi
839589595100639232,"RT @ConstanceQueen8: #ADayWithoutWomen Trump Women
Think Differently
Don't Neglect Responsibilities 
Don't Whine &amp; Complain
Recognize &amp; Che…",True,benevolent,,JhaMamidi
839874423876374528,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839630772638203904,,True,benevolent,,JhaMamidi
839915081685151745,"RT @FekuLeaks: .@narendramodi Saluting the indomitable spirit, determination &amp; dedication of Nari Shakti on International #womensday #TheGr…",True,benevolent,,JhaMamidi
839604037775392769,RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh…,True,benevolent,,JhaMamidi
839895507568852998,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839664529080483845,,True,benevolent,,JhaMamidi
839570882519498752,,True,benevolent,,JhaMamidi
837986792599015424,,True,benevolent,,JhaMamidi
839705431018729473,,True,benevolent,,JhaMamidi
839467408922398721,,True,benevolent,,JhaMamidi
839614737524621312,,True,benevolent,,JhaMamidi
839837577020592129,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839976308801187842,,True,benevolent,,JhaMamidi
839630754187522048,,True,benevolent,,JhaMamidi
839787291237285888,"RT @Bhe741: Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man. #ALDUB86thWeeksary",True,benevolent,,JhaMamidi
839250191848992769,"Glory, the good of society, love of a woman, the Fatherland itself—how
important these pictures appeared to me, with what profound meaning",True,benevolent,,JhaMamidi
839559174379999238,,True,benevolent,,JhaMamidi
839860723438149634,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839601460702674945,,True,benevolent,,JhaMamidi
839625675485118465,,True,benevolent,,JhaMamidi
839596620635308036,,True,benevolent,,JhaMamidi
839598391235608578,,True,benevolent,,JhaMamidi
839583238288994311,,True,benevolent,,JhaMamidi
839870527938392065,,True,benevolent,,JhaMamidi
840088145064468480,,True,benevolent,,JhaMamidi
839631895122046976,,True,benevolent,,JhaMamidi
839840790553702400,"RT @realACJoshua: ""We can't be here without the participation of women and girls"" - #freeBiafra @Amaka_Ekwo on #WomensDay",True,benevolent,,JhaMamidi
839630761510715392,,True,benevolent,,JhaMamidi
839571752040681472,"RT @ConstanceQueen8: #ADayWithoutWomen Trump Women
Think Differently
Don't Neglect Responsibilities 
Don't Whine &amp; Complain
Recognize &amp; Che…",True,benevolent,,JhaMamidi
839624291859775490,,True,benevolent,,JhaMamidi
839855372110282756,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839649782763253761,,True,benevolent,,JhaMamidi
847213809789997056,RT @ShotBy100mz: These bitches so worried about thinking like a man they don't know what it is to be a woman,True,benevolent,,JhaMamidi
839646397884411905,,True,benevolent,,JhaMamidi
839821295869177858,,True,benevolent,,JhaMamidi
839630788643598336,,True,benevolent,,JhaMamidi
839830242088914944,"RT @SarcasticRover: I wouldn't have made it to Mars without women. 

#ADayWithoutWomen is a day without Curiosity. https://t.co/yLTJCGAaqj",True,benevolent,,JhaMamidi
839575709991464962,,True,benevolent,,JhaMamidi
839426216650129408,"RT @xanria_00018: Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.
#DTBYSinagMeet…",True,benevolent,,JhaMamidi
839841342708678656,,True,benevolent,,JhaMamidi
839605351003508736,,True,benevolent,,JhaMamidi
839839544723787777,RT @Franklin_Graham: I’m thankful for my mother who was tough as nails &amp; meant so much &amp; for my wife Jane who has been by my side for over…,True,benevolent,,JhaMamidi
839576860325523456,,True,benevolent,,JhaMamidi
839528704787288064,,True,benevolent,,JhaMamidi
839575709651726341,,True,benevolent,,JhaMamidi
847574668131278848,5'9 is tall for a girl right?,True,benevolent,,JhaMamidi
839630777809788929,,True,benevolent,,JhaMamidi
847264120386723840,,True,benevolent,,JhaMamidi
839678432896233472,,True,benevolent,,JhaMamidi
839579848167276545,,True,benevolent,,JhaMamidi
839270224880783361,"@helenreynoldz and ""you're a woman and you don't equate to shit bc you aren't a man and you can't do anything as good as a man ever will""",True,benevolent,,JhaMamidi
839601957119504384,,True,benevolent,,JhaMamidi
839841820012077056,"RT @MohammadKaif: Every man needs a woman when he is in trouble , because just like the game of chess , the Queen protects the king.
#women…",True,benevolent,,JhaMamidi
839839736508248064,"RT @AuroraMag: ""Let’s talk about how a girl’s brain is as good as a boy’s. That a man need not fear his wife’s income..."" https://t.co/kPb2…",True,benevolent,,JhaMamidi
839678654460358657,,True,benevolent,,JhaMamidi
839630769798713344,,True,benevolent,,JhaMamidi
839848678999261184,,True,benevolent,,JhaMamidi
838974647764844545,,True,benevolent,,JhaMamidi
839886928602288129,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839630794297593856,,True,benevolent,,JhaMamidi
847034893804617730,,True,benevolent,,JhaMamidi
839574037290442752,,True,benevolent,,JhaMamidi
839654631420674049,,True,benevolent,,JhaMamidi
839630722348552192,,True,benevolent,,JhaMamidi
839911538685329410,"RT @SarcasticRover: I wouldn't have made it to Mars without women. 

#ADayWithoutWomen is a day without Curiosity. https://t.co/yLTJCGAaqj",True,benevolent,,JhaMamidi
839648440904794112,,True,benevolent,,JhaMamidi
839570788789420033,,True,benevolent,,JhaMamidi
839778425606848512,,True,benevolent,,JhaMamidi
839894957158612993,"RT @SarcasticRover: I wouldn't have made it to Mars without women. 

#ADayWithoutWomen is a day without Curiosity. https://t.co/yLTJCGAaqj",True,benevolent,,JhaMamidi
846866373129195520,,True,benevolent,,JhaMamidi
839576746332598272,,True,benevolent,,JhaMamidi
839604216603770880,RT @JLPtalk: Real women don't go along w/ #adaywithoutwomen crap! It's a fake cause manufactured by man-hating feminists/lesbians. #Stopit…,True,benevolent,,JhaMamidi
839951468505464833,,True,benevolent,,JhaMamidi
839591044526272513,,True,benevolent,,JhaMamidi
839602076044906498,,True,benevolent,,JhaMamidi
839608853197115392,,True,benevolent,,JhaMamidi
839582934264868875,,True,benevolent,,JhaMamidi
839623077797429251,,True,benevolent,,JhaMamidi
839631812213121024,"RT @RobWeissMSW: Thank you for trying to love us imperfect men with your open hearts."" #adaywithoutwomen #internationalwomensday 
https://t…",True,benevolent,,JhaMamidi
847259541792202756,,True,benevolent,,JhaMamidi
836994719603281920,,True,benevolent,,JhaMamidi
839620990200008704,,True,benevolent,,JhaMamidi
839861816964616192,RT @Franklin_Graham: I’m thankful for my mother who was tough as nails &amp; meant so much &amp; for my wife Jane who has been by my side for over…,True,benevolent,,JhaMamidi
839835640955027457,,True,benevolent,,JhaMamidi
839852082031050753,"RT @UN_Women: ""Why do we continue to undervalue fathers and overburden mothers?"" -Goodwill Ambassador Anne Hathaway on paid parental leave.…",True,benevolent,,JhaMamidi
839889964502503426,,True,benevolent,,JhaMamidi
839847243964305410,,True,benevolent,,JhaMamidi
839638423400964096,"RT @ConstanceQueen8: #ADayWithoutWomen Trump Women
Think Differently
Don't Neglect Responsibilities 
Don't Whine &amp; Complain
Recognize &amp; Che…",True,benevolent,,JhaMamidi
839594240795529216,,True,benevolent,,JhaMamidi
839630773149904896,,True,benevolent,,JhaMamidi
839703019608383488,,True,benevolent,,JhaMamidi
846673587989725184,"Me @ 5'7"": i'm  tall for a girl
Dutch friend @ 6': what? honey, youre not that tall???
Me: .....i mean.....back home......",True,benevolent,,JhaMamidi
839603261304946688,,True,benevolent,,JhaMamidi
839630759807741952,,True,benevolent,,JhaMamidi
839629456398512128,,True,benevolent,,JhaMamidi
839597391988785153,,True,benevolent,,JhaMamidi
839639668081709056,"RT @SarcasticRover: I wouldn't have made it to Mars without women. 

#ADayWithoutWomen is a day without Curiosity. https://t.co/yLTJCGAaqj",True,benevolent,,JhaMamidi
839921896426569728,,True,benevolent,,JhaMamidi
839653289205563392,RT @ColorMeRed: Conservative and intelligent women did not take the day off. #ADayWithoutWomen #ADayWithoutAWoman https://t.co/6UyBY10BEg,True,benevolent,,JhaMamidi
839854541348667392,,True,benevolent,,JhaMamidi
839630812144246784,,True,benevolent,,JhaMamidi
839849377959149569,"RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women 💋👧🏾💖👩🏼‍🔬👄👵🏼 my fine women, alive women, gonna fight…",True,benevolent,,JhaMamidi
839581898196267008,,True,benevolent,,JhaMamidi
